文件名,物品ID 中文名,匹配方式
icon390115.png,390115 保护环境奖杯,图标列
icon390117.png,390117 学院宝箱（真）,icon+ID
icon390118.png,390118 学院宝箱（怪物）,icon+ID
icon392.png,392 灌木丛,图标列
icon397.png,262 苔藓; 397 苔藓,图标列
icon4001.png,,
icon415.png,415 星能块,图标列
icon431.png,431 风铃花种子,图标列
icon432.png,432 若兰花种子,图标列
icon433.png,433 星辰花种子,图标列
icon434.png,434 龙血花种子; 62003 龙血花种子,图标列
icon435.png,435 风信子种子,图标列
icon436.png,436 龙爪草种子,图标列
icon437.png,437 龙血树种子,图标列
icon438.png,438 红色忘忧草种子; 62002 红色忘忧草种子,图标列
icon439.png,439 橙色忘忧草种子; 62033 橙色忘忧草种子,图标列
icon440.png,440 灰色忘忧草种子; 62034 灰色忘忧草种子,图标列
icon441.png,441 粉色忘忧草种子; 62035 粉色忘忧草种子,图标列
icon442.png,442 雪滴花种子,图标列
icon443.png,443 黄钟花种子,图标列
icon444.png,444 月季种子; 62004 月季种子,图标列
icon456.png,456 黄铜块,图标列
icon457.png,457 钛合金块,图标列
icon462.png,462 鸵鸟蛋,icon+ID
icon464.png,464 菌丝体,图标列
icon465.png,465 洋红毒菇,图标列
icon466.png,466 星光孢子饲料,图标列
icon467.png,467 变异土笋饲料,图标列
icon468.png,468 变异紫苏饲料,图标列
icon483.png,483 壁画,图标列
icon484.png,484 帐篷,图标列
icon485.png,485 珊瑚幼体,icon+ID
icon486.png,486 角珊瑚,icon+ID
icon487.png,487 白化角珊瑚,icon+ID
icon488.png,488 气泡珊瑚,icon+ID
icon489.png,489 白化气泡珊瑚,icon+ID
icon490.png,490 圆盘珊瑚,icon+ID
icon49001.png,49001 庆典礼盒; 49010 奇妙幻想季积分礼包; 49011 小兔叽幸运宠物礼包; 49012 小麦幸运宠物礼包; 49013 爱心宝宝宠物礼包; 49014 小创喵宠物礼包; 49015 秋之旋律季积分礼包; 49016 凛冬童谣季积分礼包; 49021 绿野牧歌季积分礼包; 49022 街头涂鸦季积分礼包; 49023 童趣缤纷季积分礼包; 49024 齿轮梦旅季积分礼包; 49025 纯白圆舞曲积分礼包; 49026 落雪迎新岁积分礼包; 49027 春旅山行季积分礼包; 49028 假面舞会季积分礼包; 49029 经典坐骑自选包; 49030 礼包预留道具16; 49031 礼包预留道具17; 49032 礼包预留道具18; 49033 迷你变形车坐骑碎片礼包; 49048 新愿装扮自选礼盒; 49109 198迷你币装扮自选礼盒; 49110 268迷你币装扮自选礼盒; 49111 298迷你币装扮自选礼盒,图标列
icon49002.png,49002 萌熊礼盒; 49008 新春系列专属定制装扮礼包; 49009 圣诞系列专属定制装扮礼包; 49017 随机坐骑碎片（3个）; 49018 随机坐骑碎片（5个）; 49045 冒险装扮自选礼盒; 49050 外观部件自选礼盒; 49112 328迷你币装扮自选礼盒; 49113 368迷你币装扮自选礼盒; 49114 398迷你币装扮自选礼盒; 49115 特效自选礼盒; 49120 100迷你币定制自选1; 49121 100迷你币定制自选2; 49124 山川云海幸运礼盒; 49126 随机礼盒备用; 49127 随机礼盒备用; 49133 398迷你币装扮自选礼盒,图标列
icon49003.png,49003 幸运礼盒; 49006 云宝女孩好运礼包; 49007 月亮公主好运礼包; 49019 随机角色碎片（2个）; 49020 随机角色碎片（5个）; 49041 装扮碎片自选礼盒 ; 49047 迷萌装扮自选礼盒; 49116 30迷你币定制自选1; 49117 30迷你币定制自选2; 49122 150迷你币定制自选,图标列
icon49004.png,49004 星光礼盒; 49005 碎片自选礼包; 49042 坐骑碎片自选礼盒; 49044 生日装扮自选礼盒; 49046 武侠装扮自选礼盒; 49059 新老兵专宠称号礼包; 49118 60迷你币定制自选1; 49119 60迷你币定制自选2; 49123 180迷你币定制自选; 49128 自选礼盒备用; 49129 自选礼盒备用; 49130 自选礼盒备用; 49135 60迷你币定制自选1; 49136 60迷你币定制自选2,图标列
icon49034.png,49034 7周年限定装扮自选礼盒,图标列
icon49035.png,49035 迷你盲盒装扮体验券; 49036 迷你盲盒装扮券（3天）; 49037 迷你盲盒装扮券（7天）; 49038 迷你盲盒装扮券（30天）; 49039 迷你盲盒装扮券（永久）,图标列
icon49040.png,49040 迷你币幸运卡; 49064 积分专属抽奖券,图标列
icon49043.png,49043 麒麟幸运礼盒,图标列
icon49049.png,49049 周年装扮自选礼盒,图标列
icon49051.png,49051 默契礼物随机礼盒,图标列
icon49052.png,49052 S19悦享卡外观自选包; 49057 S20悦享卡外观自选包; 49061 S21悦享卡外观自选包,图标列
icon49053.png,49053 S19悦享卡头像框自选包; 49058 S20悦享卡头像框自选包; 49062 S21悦享卡头像框自选包,图标列
icon49054.png,49054 三丽鸥家族联动外观自选礼盒,图标列
icon49055.png,49055 三丽鸥家族联动定制外观自选礼盒,图标列
icon49056.png,49056 三丽鸥家族联动头像框自选礼盒,图标列
icon49060.png,49060 MBTI自选礼包,图标列
icon49063.png,49063 喷漆自选礼包,图标列
icon49065.png,49065 积分专属初级礼券,图标列
icon49066.png,49066 积分专属中级礼券,图标列
icon49067.png,49067 积分专属高级礼券,图标列
icon491.png,491 白化圆盘珊瑚,icon+ID
icon49105.png,10059 悦享装扮礼盒; 49105 悦享装扮礼盒,图标列
icon49106.png,10060 悦享武器礼盒; 49106 悦享武器礼盒,图标列
icon49107.png,49107 冒险道具礼盒,图标列
icon49108.png,49108 福袋; 49134 福袋,图标列
icon49125.png,49125 种子福袋,图标列
icon49131.png,49131 装扮自选礼包,图标列
icon49137.png,49137 高级皮肤自选礼盒,图标列
icon49138.png,49138 普通皮肤自选礼盒,图标列
icon49139.png,49139 武器自选礼盒,图标列
icon492.png,492 树珊瑚,icon+ID
icon493.png,493 白化树珊瑚,icon+ID
icon498.png,498 调色架; 508 调色架（挂墙）,图标列
icon500.png,500 火,图标列
icon52103.png,62103 牛,图标列
icon52104.png,62104 羊,图标列
icon535.png,11860 围栏,图标列
icon550001.png,550001 食谱-demo蔬菜饭团,图标列
icon550002.png,550002 食谱-冰焰双果披萨; 550003 食谱-西瓜沙棘慕斯; 550004 食谱-阳光青提舒芙蕾; 550005 食谱-彩虹草莓千层; 550006 食谱-汉堡; 550007 食谱-青瓜鸡蛋饼; 550008 食谱-浆果松饼; 550009 食谱-独葵蜂蜜饼干; 550010 食谱-葡萄干吐司; 550011 食谱-草莓蛋糕; 550012 食谱-牛角包; 550013 食谱-面包; 550014 食谱-超级米发糕; 550015 食谱-日光番茄佛卡夏; 550016 食谱-胡萝卜南瓜盅; 550017 食谱-莲藕核桃糕,图标列
icon550101.png,550101 星露莓,图标列
icon550102.png,550102 星斑野猪肉,图标列
icon550104.png,550104 鲜幻彩霓虹,图标列
icon550105.png,550105 鲜幽兰刺龟,图标列
icon550106.png,550106 鲜冰雪明珠,图标列
icon550107.png,550107 鲜冰晶玉壶,图标列
icon550108.png,550108 鲜星夜光纹,图标列
icon550109.png,550109 鲜长颌白鲑,图标列
icon550110.png,550110 鲜浪里白条,图标列
icon550111.png,550111 鲜炫彩灵锤,图标列
icon550112.png,550112 星尘烤鱼,图标列
icon550120.png,550120 星露莓果汁,图标列
icon550121.png,550121 星辉药剂,图标列
icon555.png,555 木窗,图标列
icon556.png,556 玻璃窗; 11861 窗户,图标列
icon557.png,557 象牙白玻璃窗,图标列
icon581.png,581 天气预报器,图标列
icon582.png,582 豹纹睡袋,图标列
icon586.png,585 无名纪念碑; 586 祭坛石碑,图标列
icon587.png,587 神圣果实,图标列
icon588.png,588 烈焰断剑,图标列
icon589.png,589 石人之眼,图标列
icon591.png,591 神圣树种子,图标列
icon594.png,594 星站控制台,图标列
icon595.png,595 一级传送舱; 150901 传送舱,图标列
icon596.png,596 石制雕像,图标列
icon597.png,597 二级传送舱; 150902 星站,图标列
icon62001.png,62001 向阳花种子,图标列
icon62005.png,62005 小白菊种子,图标列
icon62006.png,62006 茶树种子,图标列
icon62007.png,62007 香蕉树苗,图标列
icon62008.png,62008 西瓜种子,图标列
icon62009.png,62009 芒果树苗,图标列
icon62010.png,62010 梨子树苗,图标列
icon62011.png,62011 柑橘种子,图标列
icon62012.png,62012 桃子树苗,图标列
icon62014.png,62014 麦子种子,图标列
icon62015.png,62015 土豆种子,图标列
icon62016.png,62016 南瓜种子,图标列
icon62017.png,62017 甘蔗种子,图标列
icon62019.png,62019 辣椒树种子,图标列
icon62020.png,11419 棉花树种子; 62020 棉花树种子,图标列
icon62029.png,62029 咖啡豆种子,图标列
icon62032.png,62032 胡萝卜种子,图标列
icon62036.png,62036 胡杨树树苗,图标列
icon62037.png,62037 芦荟种子,图标列
icon62038.png,62038 花生种子,图标列
icon62039.png,62039 大麦种子,图标列
icon62040.png,62040 芝麻种子,图标列
icon62041.png,62041 生菜种子,图标列
icon62042.png,62042 甜菜种子,图标列
icon62043.png,62043 西红柿种子,图标列
icon62044.png,62044 高丹草种子,图标列
icon62045.png,62045 甘蓝种子,图标列
icon62046.png,62046 玉米种子,图标列
icon62047.png,62047 青椒种子,图标列
icon62048.png,62048 萝卜种子,图标列
icon62049.png,62049 小地星种子,图标列
icon62050.png,62050 花椰菜种子,图标列
icon62051.png,62051 韭菜种子,图标列
icon62052.png,62052 红枣树种子,图标列
icon62053.png,62053 黄瓜种子,图标列
icon62054.png,62054 油菜花种子,图标列
icon62055.png,62055 青稞种子,图标列
icon62056.png,62056 椰树种子,图标列
icon62057.png,62057 覆盆子种子,图标列
icon62058.png,62058 蛋黄果树种子,图标列
icon62059.png,62059 红高粱种子,图标列
icon62060.png,62060 圆椒种子,图标列
icon62061.png,62061 豌豆种子,图标列
icon62062.png,62062 蓝莓树种子,图标列
icon62063.png,62063 草莓种子,图标列
icon62064.png,62064 菠萝树种子,图标列
icon62065.png,62065 葡萄树种子,图标列
icon62066.png,62066 樱桃树种子,图标列
icon62067.png,62067 灵芝种子,图标列
icon62068.png,62068 火龙果树种子,图标列
icon62069.png,62069 五彩椒种子,图标列
icon62070.png,62070 网盖红褶伞种子,图标列
icon62071.png,62071 人参种子,图标列
icon62101.png,62101 鸡,图标列
icon62105.png,62105 墩墩,icon+ID
icon62401.png,62401 咖啡豆,图标列
icon62404.png,62404 茶叶,图标列
icon62406.png,62406 芒果,图标列
icon62407.png,62407 梨子,图标列
icon62408.png,62408 柑橘,图标列
icon62409.png,12601 桃子; 62409 桃子,图标列
icon62410.png,12600 棉花; 62410 棉花,图标列
icon62411.png,62411 辣椒,图标列
icon62412.png,62412 胡萝卜,图标列
icon62413.png,62413 向阳花,图标列
icon62420.png,62420 小白菊,图标列
icon62423.png,62423 西瓜,图标列
icon62431.png,62431 麦子,图标列
icon62432.png,62432 土豆,图标列
icon62433.png,62433 南瓜,图标列
icon62434.png,62434 甘蔗,图标列
icon62437.png,62437 胡杨原木,icon+ID
icon62438.png,62438 芦荟,图标列
icon62439.png,62439 花生,图标列
icon62440.png,62440 大麦,图标列
icon62441.png,62441 芝麻,图标列
icon62442.png,62442 生菜,图标列
icon62443.png,62443 甜菜,图标列
icon62444.png,62444 西红柿,图标列
icon62445.png,62445 高丹草,图标列
icon62446.png,62446 甘蓝,图标列
icon62447.png,62447 玉米,图标列
icon62448.png,62448 青椒,图标列
icon62449.png,62450 小地星,图标列
icon62450.png,62449 萝卜,图标列
icon62451.png,62451 花椰菜,图标列
icon62452.png,62452 韭菜,图标列
icon62453.png,62453 红枣,图标列
icon62454.png,62454 黄瓜,图标列
icon62455.png,62455 油菜花,图标列
icon62456.png,62456 青稞,图标列
icon62457.png,62457 椰子,图标列
icon62458.png,62458 覆盆子,图标列
icon62459.png,62459 蛋黄果,图标列
icon62460.png,62460 红高粱,图标列
icon62461.png,62461 圆椒,图标列
icon62462.png,62462 豌豆,图标列
icon62463.png,62463 蓝莓,图标列
icon62464.png,62464 草莓,图标列
icon62465.png,62465 菠萝,图标列
icon62466.png,62466 葡萄,图标列
icon62467.png,62467 樱桃,图标列
icon62468.png,62468 灵芝,图标列
icon62469.png,62469 火龙果,图标列
icon62470.png,62470 五彩椒,图标列
icon62471.png,62471 网盖红褶伞,图标列
icon62472.png,62472 人参,图标列
icon62801.png,62801 大山牌粗制肥料,图标列
icon62802.png,62802 大山牌精制肥料,图标列
icon62803.png,62803 高级肥料,图标列
icon62804.png,62804 一袋精研草木灰,图标列
icon62906.png,62906 小鸡蛋,图标列
icon63003.png,63003 力哥牌粗制饲料,图标列
icon63004.png,63004 力哥牌精制饲料,图标列
icon63005.png,63005 高级饲料,图标列
icon64001.png,64001 葵花籽,图标列
icon64003.png,64003 面粉,图标列
icon64007.png,64007 小麦面包,图标列
icon64015.png,64015 蛋炒饭; 64090 普通蛋炒饭; 64091 佳品蛋炒饭; 64092 极品蛋炒饭; 64093 绝味蛋炒饭,图标列
icon64017.png,64017 面条汤; 64098 普通面条汤; 64099 佳品面条汤; 64100 极品面条汤; 64101 绝味面条汤,图标列
icon64025.png,64025 鸡肉汉堡; 64130 普通鸡肉汉堡; 64131 佳品鸡肉汉堡; 64132 极品鸡肉汉堡; 64133 绝味鸡肉汉堡,图标列
icon64026.png,64026 牛肉汉堡; 64134 普通牛肉汉堡; 64135 佳品牛肉汉堡; 64136 极品牛肉汉堡; 64137 绝味牛肉汉堡,图标列
icon64027.png,64027 羊肉汉堡; 64138 普通羊肉汉堡; 64139 佳品羊肉汉堡; 64140 极品羊肉汉堡; 64141 绝味羊肉汉堡,图标列
icon64028.png,64028 墩墩肉汉堡; 64142 普通墩墩肉汉堡; 64143 佳品墩墩肉汉堡; 64144 极品墩墩肉汉堡; 64145 绝味墩墩肉汉堡,图标列
icon64031.png,64031 奶酪; 64154 普通奶酪; 64155 佳品奶酪; 64156 极品奶酪; 64157 绝味奶酪,图标列
icon64032.png,64032 冰淇淋; 64158 普通冰淇淋; 64159 佳品冰淇淋; 64160 极品冰淇淋; 64161 绝味冰淇淋,图标列
icon64033.png,64033 水果冰淇淋; 64162 普通水果冰淇淋; 64163 佳品水果冰淇淋; 64164 极品水果冰淇淋; 64165 绝味水果冰淇淋,图标列
icon64034.png,64034 炒瓜子; 64166 普通炒瓜子; 64167 佳品炒瓜子; 64168 极品炒瓜子; 64169 绝味炒瓜子,图标列
icon64035.png,64035 盒装牛奶; 64170 普通盒装牛奶; 64171 佳品盒装牛奶; 64172 极品盒装牛奶; 64173 绝味盒装牛奶,图标列
icon64036.png,64036 水果奶昔; 64174 普通水果奶昔; 64175 佳品水果奶昔; 64176 极品水果奶昔; 64177 绝味水果奶昔,图标列
icon64038.png,64038 芒果汁; 64182 普通芒果汁; 64183 佳品芒果汁; 64184 极品芒果汁; 64185 绝味芒果汁,图标列
icon64039.png,64039 梨子果汁; 64186 普通梨子果汁; 64187 佳品梨子果汁; 64188 极品梨子果汁; 64189 绝味梨子果汁,图标列
icon64040.png,64040 柑橘果汁; 64190 普通柑橘果汁; 64191 佳品柑橘果汁; 64192 极品柑橘果汁; 64193 绝味柑橘果汁,图标列
icon64041.png,64041 桃子果汁; 64194 普通桃子果汁; 64195 佳品桃子果汁; 64196 极品桃子果汁; 64197 绝味桃子果汁,图标列
icon64042.png,64042 蜂蜜茶; 64198 普通蜂蜜茶; 64199 佳品蜂蜜茶; 64200 极品蜂蜜茶; 64201 绝味蜂蜜茶,图标列
icon64043.png,64043 红杉果浆; 64202 普通红杉果浆; 64203 佳品红杉果浆; 64204 极品红杉果浆; 64205 绝味红杉果浆,图标列
icon64046.png,64046 酸奶; 64214 普通酸奶; 64215 佳品酸奶; 64216 极品酸奶; 64217 绝味酸奶,图标列
icon64047.png,64047 胡萝卜汁; 64218 普通胡萝卜汁; 64219 佳品胡萝卜汁; 64220 极品胡萝卜汁; 64221 绝味胡萝卜汁,图标列
icon64048.png,64048 咖啡; 64222 普通咖啡; 64223 佳品咖啡; 64224 极品咖啡; 64225 绝味咖啡,图标列
icon64049.png,64049 清凉菊花茶; 64226 普通清凉菊花茶; 64227 佳品清凉菊花茶; 64228 极品清凉菊花茶; 64229 绝味清凉菊花茶,图标列
icon64050.png,64050 忘忧草特饮; 64230 普通忘忧草特饮; 64231 佳品忘忧草特饮; 64232 极品忘忧草特饮; 64233 绝味忘忧草特饮,图标列
